,index,Player,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Season,cluster
0,2,Aaron Nesmith,12.25,1.4,3.55,0.396,0.75,2.25,0.3185,0.35,0.4,0.893,0.45,1.65,0.44999999999999996,1.7000000000000002,2.15,0.45,0.25,0.1,3.9000000000000004,2020.5,2
1,3,Abdel Nader,13.100000000000001,1.55,3.65,0.4055,0.6,1.65,0.3305,0.65,0.95,0.6865,0.8,1.4,0.3,1.6,1.85,0.6,0.5,0.35,4.35,2020.0,2
2,6,Aleksej Pokusevski,14.6,1.9,5.6,0.344,0.4,2.4,0.182,0.2,0.4,0.5,1.2,1.1,1.0,3.1,4.1,1.2,0.4,0.5,4.5,2021.0,2
3,10,Amir Coffey,11.0,0.95,2.4,0.39349999999999996,0.55,1.6,0.372,0.8500000000000001,1.05,0.8029999999999999,0.3,0.75,0.2,1.1,1.3,0.6,0.15000000000000002,0.05,3.3,2020.5,2
4,17,Anthony Tolliver,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.4,0.5,0.724,0.6,1.3,0.6,2.2,2.8,0.8,0.3,0.2,3.6,2019.0,2
5,18,Armoni Brooks,13.0,1.8,4.9,0.362,1.4,4.1,0.333,0.4,0.4,0.875,0.2,1.3,0.3,1.2,1.4,0.7,0.6,0.2,5.3,2021.0,2
6,38,Bruno Fernando,12.7,1.8,3.6,0.518,0.1,0.7,0.135,0.5,0.9,0.569,0.8,1.9,1.2,2.3,3.5,0.9,0.3,0.3,4.3,2019.0,2
7,45,Cam Thomas,11.1,1.5,4.3,0.356,0.3,1.8,0.161,0.6,0.9,0.733,0.2,0.4,0.2,1.2,1.4,0.7,0.4,0.2,4.0,2021.0,2
8,61,Corey Kispert,12.1,1.4,3.4,0.41,0.5,2.0,0.239,0.5,0.6,0.786,0.3,0.4,0.4,1.3,1.8,0.5,0.2,0.1,3.7,2021.0,2
9,65,Dalano Banton,13.1,1.8,3.7,0.477,0.2,0.8,0.333,0.8,1.0,0.75,1.1,1.5,0.7,1.8,2.4,1.7,0.4,0.2,4.5,2021.0,2
10,66,Damian Jones,16.1,2.2,3.2,0.68,0.0,0.2,0.222,1.1,1.5,0.738,0.5,2.7,1.3,2.4,3.7,0.6,0.5,0.7,5.6,2019.0,2
11,78,David Nwaba,11.7,1.5,3.5,0.442,0.1,0.9,0.077,0.9,1.5,0.636,0.5,1.0,0.5,2.5,3.1,0.7,0.7,0.3,4.1,2021.0,2
12,110,Drew Eubanks,14.2,2.05,3.9,0.536,0.0,0.1,0.5,1.5,2.0,0.7605,1.05,1.55,1.35,3.2,4.5,1.1,0.35,0.8500000000000001,5.699999999999999,2020.5,2
13,115,Dylan Windler,10.8,1.0,2.2,0.459,0.6,1.4,0.417,0.2,0.2,0.75,0.5,1.1,0.4,1.4,1.8,1.1,0.2,0.1,2.8,2021.0,2
14,119,Elie Okobo,13.1,1.3,3.3,0.398,0.5,1.3,0.352,0.9,1.3,0.704,0.7,1.0,0.3,1.3,1.6,2.1,0.4,0.1,4.0,2019.0,2
15,135,Gabe Vincent,15.2,2.1,5.050000000000001,0.4095,1.05,3.15,0.34199999999999997,0.5,0.6,0.841,0.95,1.8,0.35,1.0,1.35,1.75,0.5,0.05,5.65,2020.5,2
16,137,Garrison Mathews,16.2,1.5,3.7,0.409,1.2,3.1,0.384,1.3,1.5,0.884,0.2,1.7,0.2,1.1,1.4,0.4,0.5,0.1,5.5,2020.0,2
17,139,Gary Payton II,14.7,2.7,4.0,0.677,0.6,1.4,0.406,0.8,1.3,0.655,0.5,1.7,1.1,2.1,3.2,0.8,1.3,0.1,6.9,2021.0,2
18,145,Goga Bitadze,8.7,1.3,2.8,0.467,0.1,0.8,0.19,0.4,0.6,0.727,0.5,1.2,0.5,1.5,2.0,0.4,0.2,0.7,3.2,2019.0,2
19,148,Gorgui Dieng,12.899999999999999,1.75,3.95,0.439,0.6,1.7,0.344,0.8,1.15,0.7075,0.75,1.6,1.2,3.3,4.5,0.95,0.5,0.6,5.0,2020.0,2
20,173,Jalen McDaniels,15.1,1.9,3.6,0.525,0.9,2.0,0.455,0.7,1.1,0.64,0.6,1.7,0.6,2.7,3.3,1.0,0.4,0.4,5.5,2021.0,2
21,179,Jared Dudley,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.0,0.0,1.0,0.2,0.9,0.1,1.0,1.2,0.6,0.3,0.1,1.5,2019.0,2
22,185,Jaxson Hayes,15.066666666666668,2.566666666666667,4.3,0.6043333333333334,0.10000000000000002,0.3,0.3476666666666666,1.6666666666666667,2.3000000000000003,0.7263333333333334,0.6999999999999998,1.9333333333333333,1.4333333333333333,2.433333333333333,3.9,0.6,0.3666666666666667,0.7000000000000001,6.933333333333334,2020.0,2
23,192,Jeremy Lamb,13.9,2.3,5.7,0.394,1.2,3.1,0.397,1.6,1.6,1.0,0.6,1.1,0.4,2.2,2.6,1.1,0.5,0.4,7.3,2021.0,2
24,193,Jerome Robinson,15.5,1.8,4.9,0.371,0.8,2.4,0.32,0.6,0.9,0.702,0.8,1.8,0.2,1.8,2.0,1.4,0.4,0.3,5.1,2019.0,2
25,194,Jevon Carter,13.533333333333333,1.4000000000000001,3.6666666666666665,0.37399999999999994,0.9333333333333335,2.466666666666667,0.3686666666666667,0.20000000000000004,0.26666666666666666,0.7243333333333334,0.39999999999999997,1.2,0.3333333333333333,1.3666666666666665,1.6666666666666667,1.2333333333333332,0.5333333333333333,0.2333333333333333,3.8666666666666667,2020.0,2
26,200,John Konchar,15.4,1.6,3.0,0.545,0.5,1.1,0.4,0.1,0.4,0.375,0.6,1.2,1.0,2.8,3.7,1.3,0.7,0.2,3.9,2021.0,2
27,203,Jordan McLaughlin,14.7,1.4,3.55,0.365,0.4,1.4500000000000002,0.285,0.45,0.55,0.7725,0.8,0.65,0.30000000000000004,1.25,1.5,3.0,0.8,0.05,3.6,2020.5,2
28,216,Justin Jackson,16.1,2.1,5.2,0.396,0.7,2.5,0.294,0.6,0.8,0.84,0.2,1.1,0.4,2.0,2.4,0.8,0.2,0.2,5.5,2019.0,2
29,217,Justin Robinson,11.6,1.1,3.4,0.316,0.6,2.2,0.27,0.1,0.1,1.0,0.6,1.0,0.1,0.6,0.8,1.2,0.5,0.0,2.8,2021.0,2
30,218,Justise Winslow,8.0,0.9,2.5,0.375,0.1,0.5,0.125,0.1,0.2,0.5,0.9,0.7,0.5,1.7,2.2,1.1,0.4,0.3,2.1,2021.0,2
31,223,Keita Bates-Diop,13.9,1.4,3.1,0.453,0.1,0.6,0.091,0.5,0.6,0.818,0.7,0.6,0.7,2.6,3.3,0.4,0.4,0.4,3.4,2021.0,2
32,242,"Kira Lewis, Jr.",15.55,2.45,6.2,0.3935,0.6499999999999999,2.35,0.2805,0.6000000000000001,0.7,0.8305,0.8500000000000001,1.15,0.30000000000000004,1.2000000000000002,1.5,2.15,0.55,0.1,6.15,2020.5,2
33,263,Malachi Flynn,8.2,1.0,2.9,0.34,0.4,1.4,0.25,0.2,0.3,0.6,0.3,0.8,0.3,1.0,1.3,0.9,0.5,0.1,2.5,2021.0,2
34,268,Marco Belinelli,15.5,2.2,5.5,0.392,1.2,3.1,0.376,0.8,1.0,0.828,0.3,0.8,0.1,1.6,1.7,1.2,0.2,0.0,6.3,2019.0,2
35,271,Mario Hezonja,16.4,1.7,4.1,0.422,0.5,1.5,0.308,0.9,1.1,0.814,0.8,2.0,0.6,2.9,3.5,0.9,0.7,0.2,4.8,2019.0,2
36,278,Matt Dellavedova,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.6,0.6,0.865,1.0,1.4,0.3,1.0,1.3,3.2,0.4,0.0,3.1,2019.0,2
37,279,Matt Thomas,10.7,1.8,3.7,0.487,1.1,2.4,0.475,0.2,0.3,0.75,0.4,0.9,0.2,1.3,1.5,0.5,0.2,0.0,4.9,2019.0,2
38,283,McKinley Wright,4.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2021.0,2
39,292,Miye Oni,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.1,0.833,0.3,1.1,0.4,1.1,1.6,0.5,0.2,0.1,1.9,2020.0,2
40,293,Moe Wagner,11.5,1.9,4.4,0.436,1.0,2.8,0.354,1.1,1.5,0.743,0.8,2.0,0.4,2.0,2.4,0.7,0.1,0.2,6.0,2021.0,2
41,297,Mychal Mulder,12.8,2.0,4.4,0.449,1.4,3.6,0.397,0.2,0.4,0.636,0.3,0.9,0.1,0.9,1.0,0.4,0.2,0.2,5.6,2020.0,2
42,299,Naji Marshall,11.5,1.1,3.3,0.322,0.2,1.3,0.13,1.4,1.6,0.862,1.0,1.1,0.7,2.2,2.9,1.1,0.4,0.2,3.7,2021.0,2
43,304,Nick Richards,9.0,1.5,2.1,0.705,0.0,0.0,0.0,0.6,0.8,0.812,0.6,1.4,1.0,1.1,2.1,0.3,0.2,0.6,3.6,2021.0,2
44,311,Obi Toppin,13.2,2.45,4.7,0.5145,0.35,1.5,0.245,0.9,1.15,0.746,0.65,1.2,0.8,2.15,2.95,0.75,0.35,0.4,6.1,2020.5,2
45,314,Onyeka Okongwu,12.0,1.9,3.0,0.644,0.0,0.1,0.0,0.7,1.1,0.632,0.6,2.0,1.2,2.0,3.3,0.4,0.5,0.7,4.6,2020.0,2
46,322,Patrick Patterson,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.6,0.7,0.814,0.4,0.9,0.6,2.0,2.6,0.7,0.1,0.1,4.9,2019.0,2
47,327,"Paul Reed, Jr.",9.8,1.3,2.5,0.514,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.5,1.1,1.6,2.7,0.6,0.6,0.6,2.6,2021.0,2
48,328,Payton Pritchard,14.3,1.8499999999999999,4.75,0.35850000000000004,1.1,3.0,0.361,0.4,0.44999999999999996,0.9445,0.75,1.2000000000000002,0.4,1.35,1.75,1.6,0.35,0.1,5.25,2020.5,2
49,341,Rodions Kurucs,14.5,1.7,3.8,0.446,0.7,1.9,0.367,0.5,0.8,0.632,1.0,1.9,0.5,2.4,2.9,1.1,0.5,0.1,4.6,2019.0,2
50,342,Rodney Hood,15.950000000000001,1.3,4.0,0.32499999999999996,0.6,2.1500000000000004,0.28800000000000003,0.45,0.5,0.9285,0.39999999999999997,1.1,0.35,1.6,1.9,0.9,0.35,0.1,3.75,2020.5,2
51,343,Rodney McGruder,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.3,0.6,0.559,0.4,1.3,0.5,2.2,2.7,0.6,0.5,0.1,3.3,2019.0,2
52,351,Ryan Arcidiacono,16.0,1.6,3.8,0.409,0.9,2.4,0.391,0.5,0.7,0.711,0.6,1.7,0.3,1.6,1.9,1.7,0.5,0.1,4.5,2019.0,2
53,354,Sekou Doumbouya,15.5,1.9,5.0,0.379,0.5,2.1,0.226,0.8,1.1,0.703,0.8,1.7,0.7,1.9,2.6,0.8,0.4,0.2,5.1,2020.0,2
54,355,Semi Ojeleye,15.8,1.4,3.3499999999999996,0.40549999999999997,0.85,2.3,0.3725,0.4,0.55,0.8125,0.35,1.1,0.5,1.9,2.35,0.6,0.3,0.05,4.0,2019.5,2
55,363,Stanley Johnson,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,0.9,0.8,0.9,1.9,0.5,2.0,2.5,1.5,0.9,0.3,4.4,2020.0,2
56,379,Thanasis Antetokounmpo,11.25,1.35,2.75,0.4865,0.05,0.4,0.1205,0.45,0.8500000000000001,0.5489999999999999,0.75,1.55,1.0,1.65,2.6500000000000004,0.8,0.45,0.2,3.2,2020.5,2
57,381,Thon Maker,12.9,1.6,3.2,0.482,0.4,1.1,0.344,1.2,1.8,0.664,0.8,1.7,0.9,1.9,2.8,0.7,0.4,0.7,4.7,2019.0,2
58,383,Timothe Luwawu-Cabarrot,15.266666666666667,2.0,5.0,0.4013333333333333,1.1666666666666667,3.233333333333333,0.3673333333333333,0.7999999999999999,0.9,0.8329999999999999,0.5666666666666667,1.7,0.39999999999999997,1.6333333333333335,2.0,0.7666666666666666,0.4000000000000001,0.13333333333333333,5.966666666666668,2020.0,2
59,386,Tony Bradley,12.05,1.9000000000000001,3.0999999999999996,0.6154999999999999,0.05,0.05,0.5,0.4,0.6000000000000001,0.683,0.55,1.65,1.65,2.75,4.4,0.4,0.15000000000000002,0.6,4.2,2020.0,2
60,390,Tre Jones,10.1,1.6,3.4,0.479,0.0,0.2,0.0,0.5,0.5,1.0,0.6,0.8,0.1,1.0,1.1,1.5,0.4,0.0,3.8,2021.0,2
61,391,Trent Forrest,7.6,0.6,0.9,0.6,0.0,0.1,0.0,0.4,0.5,0.875,0.6,0.6,0.2,0.9,1.1,0.6,0.2,0.0,1.6,2021.0,2
62,392,Treveon Graham,16.9,1.6,4.4,0.36,0.6,2.2,0.275,0.7,1.0,0.643,0.5,1.9,0.9,1.8,2.7,0.8,0.4,0.1,4.4,2019.0,2
63,394,Trey Burke,14.7,2.4,5.7,0.428,0.9,2.6,0.354,0.8,0.9,0.895,0.5,1.0,0.2,0.7,0.9,1.3,0.6,0.1,6.6,2020.0,2
64,396,Trey Murphy III,14.9,1.6,4.3,0.37,1.2,3.2,0.392,0.4,0.4,0.9,0.4,1.3,0.7,1.7,2.4,0.6,0.3,0.2,4.8,2021.0,2
65,399,Troy Daniels,11.3,1.5,4.0,0.387,1.0,2.8,0.348,0.2,0.3,0.625,0.3,0.8,0.3,0.9,1.1,0.4,0.2,0.1,4.3,2019.0,2
66,400,Ty Jerome,13.8,2.3,5.8,0.397,1.0,3.3,0.303,1.2,1.4,0.828,0.5,1.2,0.3,0.8,1.1,1.1,0.7,0.1,6.8,2021.0,2
67,405,Vince Carter,14.6,1.8,5.1,0.352,1.0,3.4,0.302,0.4,0.5,0.793,0.6,1.5,0.3,1.8,2.1,0.8,0.4,0.4,5.0,2019.0,2
68,410,Willie Cauley-Stein,15.733333333333334,2.1,3.633333333333333,0.5559999999999999,0.03333333333333333,0.10000000000000002,0.19699999999999998,0.5666666666666667,0.9333333333333332,0.578,0.5333333333333333,1.8333333333333333,1.1666666666666667,2.9666666666666663,4.133333333333333,0.8333333333333334,0.5333333333333333,0.7000000000000001,4.8,2020.0,2
0,13,Andrew Wiggins,32.666666666666664,7.366666666666667,15.733333333333334,0.4706666666666666,2.1,5.533333333333334,0.37600000000000006,2.8666666666666667,4.033333333333333,0.714,1.9666666666666668,2.066666666666667,1.2,3.6,4.8,2.6,0.8333333333333334,0.8333333333333334,19.7,2020.0,4
1,15,Anthony Davis,35.05,9.25,18.0,0.5135000000000001,0.8,2.75,0.259,5.85,7.4,0.784,2.25,2.4,2.65,7.1,9.75,3.1500000000000004,1.4,2.25,25.1,2020.0,4
2,16,Anthony Edwards,34.3,7.5,17.9,0.42,2.65,7.85,0.335,2.9,3.75,0.7855000000000001,2.85,2.0,1.05,4.3,5.4,3.3,1.35,0.65,20.6,2020.5,4
3,33,Bradley Beal,35.833333333333336,10.033333333333333,21.8,0.459,2.2333333333333334,6.8,0.32266666666666666,5.8,6.7,0.8656666666666667,3.3000000000000003,2.2,1.0,3.533333333333333,4.533333333333334,5.466666666666666,1.0666666666666667,0.3666666666666667,28.099999999999998,2020.0,4
4,35,Brandon Ingram,34.300000000000004,8.366666666666665,18.3,0.45766666666666667,2.1666666666666665,5.733333333333333,0.3793333333333333,4.566666666666666,5.3,0.8583333333333334,2.8666666666666667,2.3333333333333335,0.7666666666666666,4.966666666666666,5.733333333333334,4.6000000000000005,0.7000000000000001,0.5333333333333333,23.5,2020.0,4
5,41,C.J. McCollum,35.266666666666666,8.433333333333334,19.0,0.4443333333333333,3.2000000000000006,8.133333333333335,0.3913333333333333,1.9333333333333333,2.5,0.7563333333333334,1.7,2.1999999999999997,0.8000000000000002,3.3000000000000003,4.066666666666666,4.533333333333333,0.9333333333333332,0.5666666666666668,21.96666666666667,2020.0,4
6,59,Cole Anthony,34.0,6.8,16.3,0.421,2.6,7.5,0.345,3.4,3.8,0.877,3.0,2.5,0.5,5.8,6.3,5.7,0.9,0.2,19.6,2021.0,4
7,60,Collin Sexton,32.36666666666667,7.633333333333333,16.266666666666666,0.4656666666666667,1.3666666666666665,4.133333333333334,0.33166666666666667,3.766666666666667,4.666666666666667,0.8016666666666666,2.6666666666666665,2.3666666666666667,1.0333333333333334,2.1333333333333333,3.1666666666666665,3.1666666666666665,0.9666666666666667,0.10000000000000002,20.366666666666664,2020.0,4
8,63,D'Angelo Russell,32.7,6.6,17.2,0.382,2.9,8.9,0.323,3.0,3.6,0.829,2.7,2.2,0.5,3.4,3.9,6.4,0.9,0.8,19.0,2021.0,4
9,67,Damian Lillard,36.333333333333336,8.6,19.566666666666666,0.43700000000000006,3.6666666666666665,9.933333333333334,0.3646666666666667,5.933333333333334,6.5,0.9089999999999999,2.8333333333333335,1.5333333333333332,0.4666666666666666,3.6666666666666665,4.166666666666667,7.766666666666667,0.9,0.3333333333333333,26.733333333333334,2020.0,4
10,81,De'Aaron Fox,33.96666666666667,8.1,17.533333333333335,0.46199999999999997,1.3333333333333333,4.466666666666667,0.29200000000000004,4.633333333333333,6.466666666666666,0.719,3.033333333333333,2.8333333333333335,0.6,3.1,3.6666666666666665,6.5,1.4333333333333333,0.5,22.133333333333336,2020.0,4
11,86,DeMar DeRozan,34.36666666666667,8.4,16.5,0.508,0.4000000000000001,1.4000000000000001,0.2823333333333334,6.166666666666667,7.099999999999999,0.871,2.1333333333333333,2.3333333333333335,0.6333333333333333,4.4,5.0,5.533333333333334,0.9333333333333332,0.30000000000000004,23.366666666666664,2020.0,4
12,99,Devin Booker,34.0,8.966666666666667,18.733333333333334,0.47700000000000004,2.1,5.7,0.36566666666666664,5.166666666666667,5.833333333333333,0.8809999999999999,3.2000000000000006,2.6666666666666665,0.6,3.8333333333333335,4.433333333333334,5.1000000000000005,0.8000000000000002,0.2333333333333333,25.133333333333336,2020.0,4
13,104,Domantas Sabonis,34.96666666666666,7.333333333333333,13.433333333333332,0.549,0.6,2.1,0.2846666666666667,3.6,4.866666666666667,0.7386666666666666,3.1,3.266666666666666,2.8666666666666667,9.233333333333334,12.133333333333333,5.266666666666667,1.0666666666666667,0.43333333333333335,18.866666666666667,2020.0,4
14,105,Donovan Mitchell,33.43333333333333,8.9,20.066666666666666,0.4443333333333333,3.0,8.266666666666666,0.363,4.033333333333333,4.733333333333333,0.8643333333333333,2.8333333333333335,2.4,0.8666666666666667,3.4333333333333336,4.3,4.866666666666667,1.2333333333333334,0.2333333333333333,24.866666666666664,2020.0,4
15,133,Fred VanVleet,36.766666666666666,6.5,15.666666666666666,0.4146666666666667,3.0333333333333337,8.033333333333333,0.38233333333333336,2.9333333333333336,3.4333333333333336,0.8663333333333333,2.4,2.466666666666667,0.5333333333333333,3.733333333333334,4.333333333333333,6.333333333333333,1.7,0.5333333333333333,19.000000000000004,2020.0,4
16,143,Giannis Antetokounmpo,31.933333333333337,10.333333333333334,18.733333333333334,0.5506666666666667,1.2333333333333332,4.133333333333333,0.30233333333333334,6.533333333333334,9.833333333333334,0.6656666666666667,3.4333333333333336,2.966666666666667,1.9000000000000001,10.233333333333334,12.133333333333333,5.766666666666666,1.0666666666666667,1.3,28.400000000000002,2020.0,4
17,164,Ja Morant,32.06666666666667,7.466666666666666,16.0,0.4673333333333334,1.2333333333333332,3.6999999999999993,0.3313333333333333,4.166666666666666,5.466666666666666,0.7603333333333332,3.233333333333333,1.4333333333333336,1.0,3.5,4.5,7.166666666666667,1.1333333333333333,0.26666666666666666,20.333333333333332,2020.0,4
18,177,James Harden,36.333333333333336,7.866666666666667,17.833333333333332,0.43933333333333335,3.233333333333333,9.066666666666668,0.35666666666666663,7.599999999999999,8.766666666666667,0.8700000000000001,4.433333333333334,2.6333333333333333,0.9333333333333332,6.533333333333334,7.466666666666666,9.299999999999999,1.4666666666666666,0.7999999999999999,26.53333333333333,2020.0,4
19,186,Jaylen Brown,34.2,8.4,17.4,0.4825,2.55,6.5,0.3895,3.2,4.3,0.744,2.45,2.9,1.15,5.05,6.2,2.75,1.15,0.5,22.5,2019.5,4
20,187,Jayson Tatum,35.49999999999999,8.966666666666667,20.3,0.4406666666666667,2.8666666666666667,7.7,0.3746666666666667,4.3999999999999995,5.266666666666667,0.834,2.5333333333333337,2.1333333333333333,0.9666666666666668,6.733333333333333,7.733333333333334,3.6666666666666665,1.1666666666666667,0.7333333333333334,25.099999999999998,2020.0,4
21,195,Jimmy Butler,33.7,6.866666666666667,14.166666666666666,0.48700000000000004,0.43333333333333335,1.9333333333333336,0.22766666666666668,7.2,8.466666666666667,0.8496666666666667,2.066666666666667,1.4666666666666668,1.7333333333333334,4.7,6.466666666666666,6.1000000000000005,2.0333333333333337,0.39999999999999997,21.399999999999995,2020.0,4
22,198,Joel Embiid,30.3,8.25,16.65,0.495,1.1,3.2,0.354,8.05,9.6,0.833,3.1,2.9,2.5,8.65,11.1,2.9,0.95,1.35,25.75,2019.5,4
23,214,Julius Randle,35.166666666666664,7.633333333333333,17.0,0.45,1.7,4.766666666666667,0.3403333333333333,4.166666666666667,5.433333333333334,0.7646666666666667,3.1999999999999997,2.9333333333333336,1.8,8.166666666666666,9.933333333333334,4.833333333333333,0.8000000000000002,0.43333333333333335,21.166666666666668,2020.0,4
24,221,Karl-Anthony Towns,34.2,8.6,17.3,0.4955,2.55,6.1,0.4195,4.8,5.75,0.835,3.3,3.7,2.8,7.15,9.95,3.9,0.9500000000000001,1.05,24.55,2020.5,4
25,222,Kawhi Leonard,33.25,9.100000000000001,18.7,0.491,2.05,5.300000000000001,0.388,5.6,6.4,0.8855,2.3,1.8,1.0,5.75,6.8,5.050000000000001,1.7000000000000002,0.5,25.950000000000003,2019.5,4
26,233,Kevin Durant,34.6,9.8,18.4,0.533,2.05,5.0,0.4135,6.0,6.8,0.8775,3.2,1.8,0.45,6.95,7.4,5.5,0.7,1.0,27.65,2020.5,4
27,240,Khris Middleton,31.65,7.55,15.55,0.4865,2.3,5.550000000000001,0.4145,3.25,3.6,0.907,2.4000000000000004,2.3499999999999996,0.75,5.35,6.1,4.85,1.0,0.1,20.65,2019.5,4
28,244,Kristaps Porzingis,31.8,7.0,16.4,0.427,2.5,7.1,0.352,4.0,5.0,0.799,1.6,3.2,1.8,7.7,9.5,1.8,0.7,2.0,20.4,2019.0,4
29,249,Kyrie Irving,34.9,10.2,20.1,0.506,2.8,7.0,0.402,3.7,4.0,0.922,2.4,2.6,1.0,3.8,4.8,6.0,1.4,0.7,26.9,2020.0,4
30,256,LeBron James,34.0,9.5,18.85,0.503,2.25,6.3,0.3565,3.95,5.7,0.6955,3.8,1.7000000000000002,0.8,6.95,7.75,9.0,1.15,0.55,25.15,2019.5,4
31,261,Luka Doncic,34.23333333333333,9.566666666666668,20.76666666666667,0.462,2.7999999999999994,8.5,0.33033333333333337,5.3999999999999995,7.366666666666666,0.7263333333333333,4.333333333333333,2.433333333333333,0.9666666666666668,7.5,8.433333333333334,8.633333333333335,1.0333333333333334,0.39999999999999997,27.333333333333332,2020.0,4
32,264,Malcolm Brogdon,33.63333333333333,7.066666666666666,15.800000000000002,0.448,1.9666666666666668,5.666666666666667,0.3413333333333333,3.266666666666667,3.733333333333333,0.8773333333333334,2.3000000000000003,1.9666666666666666,0.9666666666666667,4.333333333333333,5.3,6.400000000000001,0.7666666666666667,0.3333333333333333,19.400000000000002,2020.0,4
33,308,Nikola Jokic,33.03333333333333,9.299999999999999,16.666666666666668,0.5569999999999999,1.3666666666666665,3.733333333333333,0.359,4.033333333333333,4.933333333333333,0.8126666666666665,3.1333333333333333,2.766666666666667,2.566666666666667,8.799999999999999,11.333333333333334,7.366666666666667,1.2333333333333334,0.6666666666666666,23.96666666666667,2020.0,4
34,309,Nikola Vucevic,33.0,7.933333333333334,17.166666666666668,0.458,1.9333333333333336,5.199999999999999,0.3666666666666667,1.7,2.2,0.7523333333333332,1.6000000000000003,2.1666666666666665,2.033333333333333,9.033333333333333,11.066666666666665,3.733333333333333,0.9333333333333332,0.8333333333333334,19.433333333333334,2020.0,4
35,319,Pascal Siakam,35.5,8.05,17.799999999999997,0.454,1.75,5.25,0.32799999999999996,4.2,5.2,0.8095,2.4,2.95,1.4,5.85,7.25,4.0,1.05,0.8,22.15,2019.5,4
36,325,Paul George,33.06666666666666,8.166666666666666,18.53333333333333,0.4426666666666667,3.0666666666666664,8.0,0.38033333333333336,3.9,4.3999999999999995,0.8746666666666667,3.3666666666666667,2.466666666666667,0.5666666666666668,5.966666666666666,6.533333333333332,4.833333333333334,1.4666666666666668,0.4000000000000001,23.266666666666666,2020.0,4
37,350,Russell Westbrook,36.199999999999996,8.866666666666667,19.466666666666665,0.45366666666666666,1.2333333333333334,4.066666666666666,0.297,4.366666666666666,6.233333333333333,0.7033333333333333,4.633333333333333,3.1666666666666665,1.5999999999999999,7.5,9.066666666666668,9.133333333333333,1.4333333333333336,0.3333333333333333,23.266666666666666,2020.0,4
38,359,Shai Gilgeous-Alexander,34.85,7.15,16.3,0.44199999999999995,1.5499999999999998,5.1,0.32099999999999995,4.449999999999999,5.6,0.797,2.15,1.9,0.6499999999999999,4.75,5.4,4.1,1.05,0.7,20.3,2020.0,4
39,364,Stephen Curry,34.2,9.7,21.0,0.46099999999999997,5.4,12.95,0.4185,5.0,5.449999999999999,0.925,3.25,1.85,0.55,5.0,5.55,6.15,1.5,0.3,29.85,2020.5,4
40,384,Tobias Harris,33.4,7.65,15.600000000000001,0.4915,1.55,4.2,0.3805,2.65,3.15,0.849,1.5499999999999998,2.0999999999999996,1.0,5.85,6.85,3.35,0.8,0.7,19.55,2019.5,4
41,389,Trae Young,34.4,8.633333333333333,19.5,0.44366666666666665,2.8000000000000003,7.6000000000000005,0.36533333333333334,7.0,8.0,0.8773333333333334,4.3,1.7333333333333334,0.6,3.4,4.033333333333334,9.366666666666667,0.9333333333333335,0.13333333333333333,27.066666666666666,2020.0,4
42,412,Zach LaVine,34.96666666666666,9.433333333333334,19.599999999999998,0.48233333333333334,3.0999999999999996,7.933333333333333,0.39233333333333337,4.333333333333333,5.133333333333334,0.8383333333333334,3.1666666666666665,2.033333333333333,0.5666666666666667,4.466666666666667,5.033333333333334,4.366666666666667,0.9333333333333332,0.4666666666666666,26.266666666666666,2020.0,4
43,414,Zion Williamson,33.2,10.4,17.0,0.611,0.2,0.6,0.294,6.0,8.7,0.698,2.7,2.2,2.7,4.5,7.2,3.7,0.9,0.6,27.0,2020.0,4
0,0,Aaron Gordon,30.733333333333334,5.1,10.933333333333332,0.4716666666666667,1.1333333333333335,3.4333333333333336,0.332,2.1333333333333333,3.1666666666666665,0.684,1.7,1.9666666666666668,1.7,4.7,6.466666666666666,3.0333333333333337,0.6999999999999998,0.6666666666666666,13.533333333333333,2020.0,1
1,4,Al Horford,29.7,4.699999999999999,10.3,0.455,1.4,4.300000000000001,0.32699999999999996,1.45,1.75,0.808,1.15,2.2,1.55,5.949999999999999,7.5,3.7,0.8,1.3,12.2,2020.0,1
